CHAMP;SEXE;ANNEE_1962_2019;AGE_ATTEINT_R;DECES
FM;E;1994;DEC;519965
FM;E;1994;D0;3437
FM;E;1994;D1;930
FM;E;1994;D2;289
FM;E;1994;D3;170
FM;E;1994;D4;149
FM;E;1994;D5;145
FM;E;1994;D6;138
FM;E;1994;D7;128
FM;E;1994;D8;141
FM;E;1994;D9;104
FM;E;1994;D10;119
FM;E;1994;D11;117
FM;E;1994;D12;143
FM;E;1994;D13;176
FM;E;1994;D14;201
FM;E;1994;D15;211
FM;E;1994;D16;254
FM;E;1994;D17;364
FM;E;1994;D18;415
FM;E;1994;D19;571
FM;E;1994;D20;647
FM;E;1994;D21;764
FM;E;1994;D22;800
FM;E;1994;D23;787
FM;E;1994;D24;767
FM;E;1994;D25;827
FM;E;1994;D26;846
FM;E;1994;D27;860
FM;E;1994;D28;910
FM;E;1994;D29;1001
FM;E;1994;D30;1106
FM;E;1994;D31;1161
FM;E;1994;D32;1140
FM;E;1994;D33;1165
FM;E;1994;D34;1254
FM;E;1994;D35;1324
FM;E;1994;D36;1347
FM;E;1994;D37;1509
FM;E;1994;D38;1581
FM;E;1994;D39;1628
FM;E;1994;D40;1723
FM;E;1994;D41;1815
FM;E;1994;D42;1988
FM;E;1994;D43;2155
FM;E;1994;D44;2399
FM;E;1994;D45;2589
FM;E;1994;D46;2714
FM;E;1994;D47;2900
FM;E;1994;D48;3133
FM;E;1994;D49;2593
FM;E;1994;D50;2684
FM;E;1994;D51;2828
FM;E;1994;D52;2831
FM;E;1994;D53;2580
FM;E;1994;D54;2993
FM;E;1994;D55;3559
FM;E;1994;D56;3726
FM;E;1994;D57;3995
FM;E;1994;D58;4293
FM;E;1994;D59;4736
FM;E;1994;D60;5166
FM;E;1994;D61;5598
FM;E;1994;D62;6131
FM;E;1994;D63;6757
FM;E;1994;D64;7262
FM;E;1994;D65;7351
FM;E;1994;D66;8054
FM;E;1994;D67;8318
FM;E;1994;D68;8876
FM;E;1994;D69;9521
FM;E;1994;D70;9933
FM;E;1994;D71;10326
FM;E;1994;D72;11269
FM;E;1994;D73;12279
FM;E;1994;D74;13728
FM;E;1994;D75;8661
FM;E;1994;D76;8332
FM;E;1994;D77;7715
FM;E;1994;D78;7710
FM;E;1994;D79;10527
FM;E;1994;D80;16225
FM;E;1994;D81;17638
FM;E;1994;D82;18342
FM;E;1994;D83;17824
FM;E;1994;D84;19006
FM;E;1994;D85;19073
FM;E;1994;D86;19304
FM;E;1994;D87;17865
FM;E;1994;D88;17377
FM;E;1994;D89;16282
FM;E;1994;D90;14902
FM;E;1994;D91;13245
FM;E;1994;D92;11833
FM;E;1994;D93;10097
FM;E;1994;D94;7901
FM;E;1994;D95;6197
FM;E;1994;D96;4680
FM;E;1994;D97;3504
FM;E;1994;D98;2547
FM;E;1994;D99;1607
FM;E;1994;D100;3142
FM;E;1995;DEC;531618
FM;E;1995;D0;3014
FM;E;1995;D1;715
FM;E;1995;D2;271
FM;E;1995;D3;193
FM;E;1995;D4;145
FM;E;1995;D5;145
FM;E;1995;D6;140
FM;E;1995;D7;121
FM;E;1995;D8;114
FM;E;1995;D9;103
FM;E;1995;D10;115
FM;E;1995;D11;94
FM;E;1995;D12;152
FM;E;1995;D13;136
FM;E;1995;D14;179
FM;E;1995;D15;248
FM;E;1995;D16;302
FM;E;1995;D17;327
FM;E;1995;D18;435
FM;E;1995;D19;504
FM;E;1995;D20;575
FM;E;1995;D21;655
FM;E;1995;D22;746
FM;E;1995;D23;781
FM;E;1995;D24;751
FM;E;1995;D25;813
FM;E;1995;D26;819
FM;E;1995;D27;798
FM;E;1995;D28;841
FM;E;1995;D29;1020
FM;E;1995;D30;1046
FM;E;1995;D31;1114
FM;E;1995;D32;1134
FM;E;1995;D33;1176
FM;E;1995;D34;1275
FM;E;1995;D35;1322
FM;E;1995;D36;1376
FM;E;1995;D37;1435
FM;E;1995;D38;1465
FM;E;1995;D39;1631
FM;E;1995;D40;1778
FM;E;1995;D41;1790
FM;E;1995;D42;1990
FM;E;1995;D43;2225
FM;E;1995;D44;2397
FM;E;1995;D45;2559
FM;E;1995;D46;2730
FM;E;1995;D47;2905
FM;E;1995;D48;3157
FM;E;1995;D49;3333
FM;E;1995;D50;2725
FM;E;1995;D51;2834
FM;E;1995;D52;2927
FM;E;1995;D53;2921
FM;E;1995;D54;2636
FM;E;1995;D55;3045
FM;E;1995;D56;3644
FM;E;1995;D57;3884
FM;E;1995;D58;4222
FM;E;1995;D59;4545
FM;E;1995;D60;4909
FM;E;1995;D61;5678
FM;E;1995;D62;5774
FM;E;1995;D63;6753
FM;E;1995;D64;7070
FM;E;1995;D65;7752
FM;E;1995;D66;8087
FM;E;1995;D67;8487
FM;E;1995;D68;8983
FM;E;1995;D69;9547
FM;E;1995;D70;10110
FM;E;1995;D71;10443
FM;E;1995;D72;11059
FM;E;1995;D73;12127
FM;E;1995;D74;13513
FM;E;1995;D75;14629
FM;E;1995;D76;9444
FM;E;1995;D77;8859
FM;E;1995;D78;8419
FM;E;1995;D79;8516
FM;E;1995;D80;11073
FM;E;1995;D81;17309
FM;E;1995;D82;18351
FM;E;1995;D83;19283
FM;E;1995;D84;18756
FM;E;1995;D85;19756
FM;E;1995;D86;19682
FM;E;1995;D87;19398
FM;E;1995;D88;18142
FM;E;1995;D89;17269
FM;E;1995;D90;15630
FM;E;1995;D91;14010
FM;E;1995;D92;12315
FM;E;1995;D93;10916
FM;E;1995;D94;8859
FM;E;1995;D95;6775
FM;E;1995;D96;5285
FM;E;1995;D97;3833
FM;E;1995;D98;2872
FM;E;1995;D99;2022
FM;E;1995;D100;3450
FM;E;1996;DEC;535775
FM;E;1996;D0;2986
FM;E;1996;D1;687
FM;E;1996;D2;252
FM;E;1996;D3;158
FM;E;1996;D4;147
FM;E;1996;D5;114
FM;E;1996;D6;112
FM;E;1996;D7;123
FM;E;1996;D8;112
FM;E;1996;D9;124
FM;E;1996;D10;93
FM;E;1996;D11;112
FM;E;1996;D12;126
FM;E;1996;D13;124
FM;E;1996;D14;173
FM;E;1996;D15;262
FM;E;1996;D16;293
FM;E;1996;D17;322
FM;E;1996;D18;419
FM;E;1996;D19;532
FM;E;1996;D20;518
FM;E;1996;D21;562
FM;E;1996;D22;677
FM;E;1996;D23;726
FM;E;1996;D24;696
FM;E;1996;D25;746
FM;E;1996;D26;702
FM;E;1996;D27;762
FM;E;1996;D28;810
FM;E;1996;D29;820
FM;E;1996;D30;906
FM;E;1996;D31;1016
FM;E;1996;D32;1005
FM;E;1996;D33;1060
FM;E;1996;D34;1198
FM;E;1996;D35;1181
FM;E;1996;D36;1336
FM;E;1996;D37;1408
FM;E;1996;D38;1428
FM;E;1996;D39;1506
FM;E;1996;D40;1653
FM;E;1996;D41;1837
FM;E;1996;D42;1986
FM;E;1996;D43;2155
FM;E;1996;D44;2234
FM;E;1996;D45;2404
FM;E;1996;D46;2770
FM;E;1996;D47;2766
FM;E;1996;D48;3069
FM;E;1996;D49;3201
FM;E;1996;D50;3521
FM;E;1996;D51;2759
FM;E;1996;D52;2972
FM;E;1996;D53;3063
FM;E;1996;D54;3115
FM;E;1996;D55;2919
FM;E;1996;D56;3398
FM;E;1996;D57;3802
FM;E;1996;D58;4190
FM;E;1996;D59;4446
FM;E;1996;D60;4973
FM;E;1996;D61;5325
FM;E;1996;D62;5926
FM;E;1996;D63;6321
FM;E;1996;D64;6844
FM;E;1996;D65;7544
FM;E;1996;D66;8259
FM;E;1996;D67;8180
FM;E;1996;D68;9039
FM;E;1996;D69;9354
FM;E;1996;D70;10220
FM;E;1996;D71;10758
FM;E;1996;D72;11127
FM;E;1996;D73;12195
FM;E;1996;D74;12787
FM;E;1996;D75;14217
FM;E;1996;D76;15605
FM;E;1996;D77;9860
FM;E;1996;D78;9442
FM;E;1996;D79;8674
FM;E;1996;D80;8835
FM;E;1996;D81;11853
FM;E;1996;D82;18146
FM;E;1996;D83;19363
FM;E;1996;D84;20049
FM;E;1996;D85;19220
FM;E;1996;D86;19916
FM;E;1996;D87;19492
FM;E;1996;D88;19039
FM;E;1996;D89;17452
FM;E;1996;D90;16432
FM;E;1996;D91;14810
FM;E;1996;D92;13034
FM;E;1996;D93;11049
FM;E;1996;D94;9504
FM;E;1996;D95;7598
FM;E;1996;D96;5588
FM;E;1996;D97;4219
FM;E;1996;D98;2943
FM;E;1996;D99;2162
FM;E;1996;D100;3827
FM;E;1997;DEC;530319
FM;E;1997;D0;2954
FM;E;1997;D1;645
FM;E;1997;D2;245
FM;E;1997;D3;169
FM;E;1997;D4;168
FM;E;1997;D5;106
FM;E;1997;D6;96
FM;E;1997;D7;115
FM;E;1997;D8;98
FM;E;1997;D9;117
FM;E;1997;D10;102
FM;E;1997;D11;104
FM;E;1997;D12;110
FM;E;1997;D13;132
FM;E;1997;D14;156
FM;E;1997;D15;240
FM;E;1997;D16;286
FM;E;1997;D17;371
FM;E;1997;D18;417
FM;E;1997;D19;514
FM;E;1997;D20;564
FM;E;1997;D21;515
FM;E;1997;D22;573
FM;E;1997;D23;646
FM;E;1997;D24;671
FM;E;1997;D25;681
FM;E;1997;D26;688
FM;E;1997;D27;714
FM;E;1997;D28;687
FM;E;1997;D29;678
FM;E;1997;D30;811
FM;E;1997;D31;834
FM;E;1997;D32;911
FM;E;1997;D33;895
FM;E;1997;D34;992
FM;E;1997;D35;1013
FM;E;1997;D36;1173
FM;E;1997;D37;1220
FM;E;1997;D38;1324
FM;E;1997;D39;1449
FM;E;1997;D40;1523
FM;E;1997;D41;1671
FM;E;1997;D42;1843
FM;E;1997;D43;2044
FM;E;1997;D44;2151
FM;E;1997;D45;2369
FM;E;1997;D46;2574
FM;E;1997;D47;2893
FM;E;1997;D48;3005
FM;E;1997;D49;3296
FM;E;1997;D50;3500
FM;E;1997;D51;3595
FM;E;1997;D52;2936
FM;E;1997;D53;3146
FM;E;1997;D54;3226
FM;E;1997;D55;3261
FM;E;1997;D56;3072
FM;E;1997;D57;3469
FM;E;1997;D58;3992
FM;E;1997;D59;4313
FM;E;1997;D60;4573
FM;E;1997;D61;5041
FM;E;1997;D62;5515
FM;E;1997;D63;6104
FM;E;1997;D64;6382
FM;E;1997;D65;7284
FM;E;1997;D66;7673
FM;E;1997;D67;8519
FM;E;1997;D68;8636
FM;E;1997;D69;9353
FM;E;1997;D70;9869
FM;E;1997;D71;10515
FM;E;1997;D72;11178
FM;E;1997;D73;11805
FM;E;1997;D74;12443
FM;E;1997;D75;13434
FM;E;1997;D76;14851
FM;E;1997;D77;16243
FM;E;1997;D78;10441
FM;E;1997;D79;9872
FM;E;1997;D80;9137
FM;E;1997;D81;9131
FM;E;1997;D82;12019
FM;E;1997;D83;18639
FM;E;1997;D84;19509
FM;E;1997;D85;20084
FM;E;1997;D86;19026
FM;E;1997;D87;19626
FM;E;1997;D88;18997
FM;E;1997;D89;18269
FM;E;1997;D90;16626
FM;E;1997;D91;15041
FM;E;1997;D92;13317
FM;E;1997;D93;11381
FM;E;1997;D94;9609
FM;E;1997;D95;8009
FM;E;1997;D96;6226
FM;E;1997;D97;4465
FM;E;1997;D98;3173
FM;E;1997;D99;2176
FM;E;1997;D100;4065
FM;E;1998;DEC;534005
FM;E;1998;D0;2938
FM;E;1998;D1;580
FM;E;1998;D2;255
FM;E;1998;D3;131
FM;E;1998;D4;122
FM;E;1998;D5;116
FM;E;1998;D6;111
FM;E;1998;D7;86
FM;E;1998;D8;111
FM;E;1998;D9;102
FM;E;1998;D10;88
FM;E;1998;D11;90
FM;E;1998;D12;108
FM;E;1998;D13;122
FM;E;1998;D14;152
FM;E;1998;D15;173
FM;E;1998;D16;256
FM;E;1998;D17;324
FM;E;1998;D18;455
FM;E;1998;D19;509
FM;E;1998;D20;514
FM;E;1998;D21;583
FM;E;1998;D22;581
FM;E;1998;D23;596
FM;E;1998;D24;595
FM;E;1998;D25;654
FM;E;1998;D26;688
FM;E;1998;D27;679
FM;E;1998;D28;692
FM;E;1998;D29;681
FM;E;1998;D30;731
FM;E;1998;D31;775
FM;E;1998;D32;815
FM;E;1998;D33;871
FM;E;1998;D34;920
FM;E;1998;D35;1017
FM;E;1998;D36;1063
FM;E;1998;D37;1154
FM;E;1998;D38;1309
FM;E;1998;D39;1474
FM;E;1998;D40;1432
FM;E;1998;D41;1669
FM;E;1998;D42;1795
FM;E;1998;D43;2067
FM;E;1998;D44;2153
FM;E;1998;D45;2308
FM;E;1998;D46;2540
FM;E;1998;D47;2771
FM;E;1998;D48;3041
FM;E;1998;D49;3157
FM;E;1998;D50;3495
FM;E;1998;D51;3675
FM;E;1998;D52;3847
FM;E;1998;D53;3043
FM;E;1998;D54;3258
FM;E;1998;D55;3456
FM;E;1998;D56;3312
FM;E;1998;D57;3203
FM;E;1998;D58;3788
FM;E;1998;D59;4234
FM;E;1998;D60;4558
FM;E;1998;D61;5017
FM;E;1998;D62;5278
FM;E;1998;D63;5690
FM;E;1998;D64;6365
FM;E;1998;D65;6854
FM;E;1998;D66;7492
FM;E;1998;D67;8169
FM;E;1998;D68;8760
FM;E;1998;D69;8928
FM;E;1998;D70;9835
FM;E;1998;D71;10492
FM;E;1998;D72;11110
FM;E;1998;D73;11856
FM;E;1998;D74;12233
FM;E;1998;D75;13433
FM;E;1998;D76;14330
FM;E;1998;D77;15743
FM;E;1998;D78;17157
FM;E;1998;D79;11019
FM;E;1998;D80;10336
FM;E;1998;D81;9590
FM;E;1998;D82;9555
FM;E;1998;D83;12775
FM;E;1998;D84;19630
FM;E;1998;D85;20326
FM;E;1998;D86;20719
FM;E;1998;D87;19321
FM;E;1998;D88;19543
FM;E;1998;D89;18562
FM;E;1998;D90;17221
FM;E;1998;D91;15255
FM;E;1998;D92;13878
FM;E;1998;D93;11752
FM;E;1998;D94;10033
FM;E;1998;D95;8138
FM;E;1998;D96;6564
FM;E;1998;D97;4888
FM;E;1998;D98;3457
FM;E;1998;D99;2365
FM;E;1998;D100;4313
FM;E;1999;DEC;537661
FM;E;1999;D0;2756
FM;E;1999;D1;614
FM;E;1999;D2;222
FM;E;1999;D3;163
FM;E;1999;D4;117
FM;E;1999;D5;113
FM;E;1999;D6;103
FM;E;1999;D7;86
FM;E;1999;D8;98
FM;E;1999;D9;92
FM;E;1999;D10;99
FM;E;1999;D11;93
FM;E;1999;D12;105
FM;E;1999;D13;115
FM;E;1999;D14;154
FM;E;1999;D15;188
FM;E;1999;D16;235
FM;E;1999;D17;347
FM;E;1999;D18;494
FM;E;1999;D19;552
FM;E;1999;D20;558
FM;E;1999;D21;546
FM;E;1999;D22;575
FM;E;1999;D23;554
FM;E;1999;D24;576
FM;E;1999;D25;566
FM;E;1999;D26;687
FM;E;1999;D27;677
FM;E;1999;D28;656
FM;E;1999;D29;647
FM;E;1999;D30;684
FM;E;1999;D31;733
FM;E;1999;D32;785
FM;E;1999;D33;810
FM;E;1999;D34;916
FM;E;1999;D35;942
FM;E;1999;D36;1046
FM;E;1999;D37;1084
FM;E;1999;D38;1269
FM;E;1999;D39;1314
FM;E;1999;D40;1458
FM;E;1999;D41;1612
FM;E;1999;D42;1832
FM;E;1999;D43;2016
FM;E;1999;D44;2173
FM;E;1999;D45;2342
FM;E;1999;D46;2544
FM;E;1999;D47;2735
FM;E;1999;D48;2904
FM;E;1999;D49;3287
FM;E;1999;D50;3555
FM;E;1999;D51;3694
FM;E;1999;D52;3966
FM;E;1999;D53;3976
FM;E;1999;D54;3219
FM;E;1999;D55;3544
FM;E;1999;D56;3666
FM;E;1999;D57;3500
FM;E;1999;D58;3504
FM;E;1999;D59;3694
FM;E;1999;D60;4473
FM;E;1999;D61;4816
FM;E;1999;D62;4984
FM;E;1999;D63;5545
FM;E;1999;D64;6043
FM;E;1999;D65;6562
FM;E;1999;D66;6985
FM;E;1999;D67;7934
FM;E;1999;D68;8608
FM;E;1999;D69;9156
FM;E;1999;D70;9578
FM;E;1999;D71;10436
FM;E;1999;D72;10818
FM;E;1999;D73;11735
FM;E;1999;D74;12412
FM;E;1999;D75;12833
FM;E;1999;D76;14096
FM;E;1999;D77;15229
FM;E;1999;D78;16711
FM;E;1999;D79;18414
FM;E;1999;D80;11652
FM;E;1999;D81;10841
FM;E;1999;D82;10052
FM;E;1999;D83;10059
FM;E;1999;D84;13251
FM;E;1999;D85;19993
FM;E;1999;D86;20645
FM;E;1999;D87;20913
FM;E;1999;D88;19217
FM;E;1999;D89;19177
FM;E;1999;D90;17939
FM;E;1999;D91;16354
FM;E;1999;D92;14224
FM;E;1999;D93;12417
FM;E;1999;D94;10384
FM;E;1999;D95;8517
FM;E;1999;D96;6717
FM;E;1999;D97;5210
FM;E;1999;D98;3859
FM;E;1999;D99;2526
FM;E;1999;D100;4754
FM;E;2000;DEC;530864
FM;E;2000;D0;2959
FM;E;2000;D1;614
FM;E;2000;D2;239
FM;E;2000;D3;153
FM;E;2000;D4;117
FM;E;2000;D5;103
FM;E;2000;D6;92
FM;E;2000;D7;94
FM;E;2000;D8;84
FM;E;2000;D9;90
FM;E;2000;D10;99
FM;E;2000;D11;79
FM;E;2000;D12;117
FM;E;2000;D13;131
FM;E;2000;D14;152
FM;E;2000;D15;208
FM;E;2000;D16;240
FM;E;2000;D17;308
FM;E;2000;D18;408
FM;E;2000;D19;559
FM;E;2000;D20;537
FM;E;2000;D21;541
FM;E;2000;D22;489
FM;E;2000;D23;520
FM;E;2000;D24;495
FM;E;2000;D25;541
FM;E;2000;D26;564
FM;E;2000;D27;587
FM;E;2000;D28;637
FM;E;2000;D29;635
FM;E;2000;D30;657
FM;E;2000;D31;706
FM;E;2000;D32;762
FM;E;2000;D33;800
FM;E;2000;D34;858
FM;E;2000;D35;965
FM;E;2000;D36;1121
FM;E;2000;D37;1114
FM;E;2000;D38;1151
FM;E;2000;D39;1272
FM;E;2000;D40;1439
FM;E;2000;D41;1573
FM;E;2000;D42;1838
FM;E;2000;D43;1935
FM;E;2000;D44;2119
FM;E;2000;D45;2345
FM;E;2000;D46;2509
FM;E;2000;D47;2701
FM;E;2000;D48;2986
FM;E;2000;D49;3128
FM;E;2000;D50;3511
FM;E;2000;D51;3673
FM;E;2000;D52;3898
FM;E;2000;D53;4183
FM;E;2000;D54;4100
FM;E;2000;D55;3552
FM;E;2000;D56;3695
FM;E;2000;D57;3813
FM;E;2000;D58;3657
FM;E;2000;D59;3499
FM;E;2000;D60;3993
FM;E;2000;D61;4630
FM;E;2000;D62;4834
FM;E;2000;D63;5438
FM;E;2000;D64;5691
FM;E;2000;D65;6102
FM;E;2000;D66;7062
FM;E;2000;D67;7397
FM;E;2000;D68;8188
FM;E;2000;D69;8923
FM;E;2000;D70;9712
FM;E;2000;D71;9848
FM;E;2000;D72;10888
FM;E;2000;D73;11174
FM;E;2000;D74;12097
FM;E;2000;D75;12873
FM;E;2000;D76;13432
FM;E;2000;D77;14818
FM;E;2000;D78;15593
FM;E;2000;D79;17153
FM;E;2000;D80;18832
FM;E;2000;D81;11964
FM;E;2000;D82;11218
FM;E;2000;D83;10503
FM;E;2000;D84;10197
FM;E;2000;D85;13222
FM;E;2000;D86;20109
FM;E;2000;D87;20154
FM;E;2000;D88;20106
FM;E;2000;D89;18139
FM;E;2000;D90;17728
FM;E;2000;D91;16302
FM;E;2000;D92;14851
FM;E;2000;D93;12401
FM;E;2000;D94;10729
FM;E;2000;D95;8819
FM;E;2000;D96;6862
FM;E;2000;D97;5226
FM;E;2000;D98;3944
FM;E;2000;D99;2793
FM;E;2000;D100;4967
FM;E;2001;DEC;531073
FM;E;2001;D0;2976
FM;E;2001;D1;613
FM;E;2001;D2;242
FM;E;2001;D3;166
FM;E;2001;D4;143
FM;E;2001;D5;125
FM;E;2001;D6;87
FM;E;2001;D7;88
FM;E;2001;D8;76
FM;E;2001;D9;78
FM;E;2001;D10;76
FM;E;2001;D11;91
FM;E;2001;D12;121
FM;E;2001;D13;109
FM;E;2001;D14;145
FM;E;2001;D15;217
FM;E;2001;D16;264
FM;E;2001;D17;326
FM;E;2001;D18;414
FM;E;2001;D19;578
FM;E;2001;D20;609
FM;E;2001;D21;556
FM;E;2001;D22;526
FM;E;2001;D23;507
FM;E;2001;D24;515
FM;E;2001;D25;523
FM;E;2001;D26;518
FM;E;2001;D27;575
FM;E;2001;D28;626
FM;E;2001;D29;646
FM;E;2001;D30;672
FM;E;2001;D31;701
FM;E;2001;D32;703
FM;E;2001;D33;757
FM;E;2001;D34;858
FM;E;2001;D35;939
FM;E;2001;D36;1025
FM;E;2001;D37;1124
FM;E;2001;D38;1253
FM;E;2001;D39;1350
FM;E;2001;D40;1448
FM;E;2001;D41;1606
FM;E;2001;D42;1750
FM;E;2001;D43;1891
FM;E;2001;D44;2066
FM;E;2001;D45;2386
FM;E;2001;D46;2580
FM;E;2001;D47;2777
FM;E;2001;D48;2977
FM;E;2001;D49;3173
FM;E;2001;D50;3303
FM;E;2001;D51;3631
FM;E;2001;D52;3913
FM;E;2001;D53;4165
FM;E;2001;D54;4290
FM;E;2001;D55;4488
FM;E;2001;D56;3576
FM;E;2001;D57;3922
FM;E;2001;D58;3909
FM;E;2001;D59;3901
FM;E;2001;D60;3920
FM;E;2001;D61;4259
FM;E;2001;D62;4939
FM;E;2001;D63;5131
FM;E;2001;D64;5544
FM;E;2001;D65;6093
FM;E;2001;D66;6631
FM;E;2001;D67;7192
FM;E;2001;D68;7646
FM;E;2001;D69;8647
FM;E;2001;D70;9096
FM;E;2001;D71;10049
FM;E;2001;D72;10609
FM;E;2001;D73;11248
FM;E;2001;D74;11752
FM;E;2001;D75;12865
FM;E;2001;D76;13602
FM;E;2001;D77;14169
FM;E;2001;D78;15369
FM;E;2001;D79;16288
FM;E;2001;D80;18225
FM;E;2001;D81;19806
FM;E;2001;D82;12594
FM;E;2001;D83;11649
FM;E;2001;D84;10702
FM;E;2001;D85;10365
FM;E;2001;D86;13077
FM;E;2001;D87;19994
FM;E;2001;D88;19754
FM;E;2001;D89;19301
FM;E;2001;D90;17003
FM;E;2001;D91;16825
FM;E;2001;D92;15026
FM;E;2001;D93;13269
FM;E;2001;D94;10804
FM;E;2001;D95;8795
FM;E;2001;D96;7171
FM;E;2001;D97;5466
FM;E;2001;D98;4141
FM;E;2001;D99;3002
FM;E;2001;D100;5385
FM;E;2002;DEC;535144
FM;E;2002;D0;2650
FM;E;2002;D1;620
FM;E;2002;D2;216
FM;E;2002;D3;166
FM;E;2002;D4;104
FM;E;2002;D5;109
FM;E;2002;D6;93
FM;E;2002;D7;95
FM;E;2002;D8;78
FM;E;2002;D9;84
FM;E;2002;D10;94
FM;E;2002;D11;88
FM;E;2002;D12;93
FM;E;2002;D13;102
FM;E;2002;D14;140
FM;E;2002;D15;164
FM;E;2002;D16;218
FM;E;2002;D17;287
FM;E;2002;D18;389
FM;E;2002;D19;514
FM;E;2002;D20;504
FM;E;2002;D21;565
FM;E;2002;D22;554
FM;E;2002;D23;517
FM;E;2002;D24;494
FM;E;2002;D25;500
FM;E;2002;D26;503
FM;E;2002;D27;534
FM;E;2002;D28;592
FM;E;2002;D29;623
FM;E;2002;D30;692
FM;E;2002;D31;684
FM;E;2002;D32;703
FM;E;2002;D33;724
FM;E;2002;D34;790
FM;E;2002;D35;856
FM;E;2002;D36;968
FM;E;2002;D37;1035
FM;E;2002;D38;1238
FM;E;2002;D39;1269
FM;E;2002;D40;1385
FM;E;2002;D41;1567
FM;E;2002;D42;1717
FM;E;2002;D43;1955
FM;E;2002;D44;2036
FM;E;2002;D45;2253
FM;E;2002;D46;2447
FM;E;2002;D47;2800
FM;E;2002;D48;2884
FM;E;2002;D49;3095
FM;E;2002;D50;3388
FM;E;2002;D51;3609
FM;E;2002;D52;3907
FM;E;2002;D53;4235
FM;E;2002;D54;4407
FM;E;2002;D55;4726
FM;E;2002;D56;4780
FM;E;2002;D57;4007
FM;E;2002;D58;4045
FM;E;2002;D59;4212
FM;E;2002;D60;4177
FM;E;2002;D61;3976
FM;E;2002;D62;4451
FM;E;2002;D63;5051
FM;E;2002;D64;5489
FM;E;2002;D65;5787
FM;E;2002;D66;6316
FM;E;2002;D67;6967
FM;E;2002;D68;7731
FM;E;2002;D69;8138
FM;E;2002;D70;9093
FM;E;2002;D71;9728
FM;E;2002;D72;10637
FM;E;2002;D73;10949
FM;E;2002;D74;11816
FM;E;2002;D75;12319
FM;E;2002;D76;13410
FM;E;2002;D77;14514
FM;E;2002;D78;15290
FM;E;2002;D79;16143
FM;E;2002;D80;17507
FM;E;2002;D81;19209
FM;E;2002;D82;20758
FM;E;2002;D83;13176
FM;E;2002;D84;12218
FM;E;2002;D85;11045
FM;E;2002;D86;10410
FM;E;2002;D87;13419
FM;E;2002;D88;19725
FM;E;2002;D89;19584
FM;E;2002;D90;18860
FM;E;2002;D91;16415
FM;E;2002;D92;15725
FM;E;2002;D93;13654
FM;E;2002;D94;11638
FM;E;2002;D95;9175
FM;E;2002;D96;7499
FM;E;2002;D97;5805
FM;E;2002;D98;4205
FM;E;2002;D99;3118
FM;E;2002;D100;5913
FM;E;2003;DEC;552339
FM;E;2003;D0;2640
FM;E;2003;D1;573
FM;E;2003;D2;232
FM;E;2003;D3;164
FM;E;2003;D4;116
FM;E;2003;D5;104
FM;E;2003;D6;92
FM;E;2003;D7;85
FM;E;2003;D8;77
FM;E;2003;D9;63
FM;E;2003;D10;84
FM;E;2003;D11;74
FM;E;2003;D12;86
FM;E;2003;D13;105
FM;E;2003;D14;138
FM;E;2003;D15;152
FM;E;2003;D16;214
FM;E;2003;D17;304
FM;E;2003;D18;349
FM;E;2003;D19;410
FM;E;2003;D20;468
FM;E;2003;D21;494
FM;E;2003;D22;507
FM;E;2003;D23;539
FM;E;2003;D24;452
FM;E;2003;D25;417
FM;E;2003;D26;467
FM;E;2003;D27;494
FM;E;2003;D28;516
FM;E;2003;D29;500
FM;E;2003;D30;615
FM;E;2003;D31;678
FM;E;2003;D32;710
FM;E;2003;D33;767
FM;E;2003;D34;780
FM;E;2003;D35;867
FM;E;2003;D36;953
FM;E;2003;D37;1009
FM;E;2003;D38;1133
FM;E;2003;D39;1323
FM;E;2003;D40;1411
FM;E;2003;D41;1473
FM;E;2003;D42;1610
FM;E;2003;D43;1795
FM;E;2003;D44;2051
FM;E;2003;D45;2177
FM;E;2003;D46;2454
FM;E;2003;D47;2657
FM;E;2003;D48;2945
FM;E;2003;D49;3160
FM;E;2003;D50;3287
FM;E;2003;D51;3747
FM;E;2003;D52;3840
FM;E;2003;D53;4286
FM;E;2003;D54;4441
FM;E;2003;D55;4676
FM;E;2003;D56;5067
FM;E;2003;D57;5176
FM;E;2003;D58;4081
FM;E;2003;D59;4378
FM;E;2003;D60;4463
FM;E;2003;D61;4368
FM;E;2003;D62;4323
FM;E;2003;D63;4814
FM;E;2003;D64;5459
FM;E;2003;D65;5744
FM;E;2003;D66;6251
FM;E;2003;D67;6665
FM;E;2003;D68;7195
FM;E;2003;D69;8246
FM;E;2003;D70;8538
FM;E;2003;D71;9725
FM;E;2003;D72;10549
FM;E;2003;D73;11287
FM;E;2003;D74;11773
FM;E;2003;D75;12756
FM;E;2003;D76;13810
FM;E;2003;D77;14614
FM;E;2003;D78;15588
FM;E;2003;D79;16459
FM;E;2003;D80;17676
FM;E;2003;D81;18933
FM;E;2003;D82;20879
FM;E;2003;D83;22561
FM;E;2003;D84;13989
FM;E;2003;D85;12931
FM;E;2003;D86;11438
FM;E;2003;D87;11044
FM;E;2003;D88;13758
FM;E;2003;D89;20385
FM;E;2003;D90;20056
FM;E;2003;D91;18789
FM;E;2003;D92;15903
FM;E;2003;D93;14763
FM;E;2003;D94;12527
FM;E;2003;D95;10279
FM;E;2003;D96;8155
FM;E;2003;D97;6447
FM;E;2003;D98;4763
FM;E;2003;D99;3368
FM;E;2003;D100;6605
