CHAMP;SEXE;ANNEE_1962_2019;AGE_ATTEINT_R;DECES
FE;E;2003;D88;13991
FE;E;2003;D89;20600
FE;E;2003;D90;20251
FE;E;2003;D91;18975
FE;E;2003;D92;16074
FE;E;2003;D93;14884
FE;E;2003;D94;12644
FE;E;2003;D95;10382
FE;E;2003;D96;8230
FE;E;2003;D97;6518
FE;E;2003;D98;4815
FE;E;2003;D99;3416
FE;E;2003;D100;6705
FE;E;2004;DEC;519470
FE;E;2004;D0;2792
FE;E;2004;D1;572
FE;E;2004;D2;223
FE;E;2004;D3;154
FE;E;2004;D4;121
FE;E;2004;D5;82
FE;E;2004;D6;88
FE;E;2004;D7;77
FE;E;2004;D8;65
FE;E;2004;D9;73
FE;E;2004;D10;65
FE;E;2004;D11;78
FE;E;2004;D12;90
FE;E;2004;D13;102
FE;E;2004;D14;130
FE;E;2004;D15;145
FE;E;2004;D16;217
FE;E;2004;D17;275
FE;E;2004;D18;362
FE;E;2004;D19;414
FE;E;2004;D20;493
FE;E;2004;D21;463
FE;E;2004;D22;502
FE;E;2004;D23;493
FE;E;2004;D24;494
FE;E;2004;D25;438
FE;E;2004;D26;486
FE;E;2004;D27;459
FE;E;2004;D28;450
FE;E;2004;D29;478
FE;E;2004;D30;639
FE;E;2004;D31;627
FE;E;2004;D32;659
FE;E;2004;D33;738
FE;E;2004;D34;789
FE;E;2004;D35;806
FE;E;2004;D36;925
FE;E;2004;D37;984
FE;E;2004;D38;1162
FE;E;2004;D39;1173
FE;E;2004;D40;1404
FE;E;2004;D41;1446
FE;E;2004;D42;1605
FE;E;2004;D43;1851
FE;E;2004;D44;2019
FE;E;2004;D45;2195
FE;E;2004;D46;2283
FE;E;2004;D47;2620
FE;E;2004;D48;2895
FE;E;2004;D49;2997
FE;E;2004;D50;3304
FE;E;2004;D51;3646
FE;E;2004;D52;3701
FE;E;2004;D53;4020
FE;E;2004;D54;4416
FE;E;2004;D55;4655
FE;E;2004;D56;4763
FE;E;2004;D57;5152
FE;E;2004;D58;5135
FE;E;2004;D59;4378
FE;E;2004;D60;4646
FE;E;2004;D61;4624
FE;E;2004;D62;4614
FE;E;2004;D63;4442
FE;E;2004;D64;4961
FE;E;2004;D65;5672
FE;E;2004;D66;5922
FE;E;2004;D67;6329
FE;E;2004;D68;6728
FE;E;2004;D69;7448
FE;E;2004;D70;8170
FE;E;2004;D71;8808
FE;E;2004;D72;9743
FE;E;2004;D73;10550
FE;E;2004;D74;11623
FE;E;2004;D75;11843
FE;E;2004;D76;12825
FE;E;2004;D77;13793
FE;E;2004;D78;14384
FE;E;2004;D79;15674
FE;E;2004;D80;16369
FE;E;2004;D81;17364
FE;E;2004;D82;18454
FE;E;2004;D83;20094
FE;E;2004;D84;21465
FE;E;2004;D85;13363
FE;E;2004;D86;11918
FE;E;2004;D87;10906
FE;E;2004;D88;9958
FE;E;2004;D89;12309
FE;E;2004;D90;17628
FE;E;2004;D91;16737
FE;E;2004;D92;15120
FE;E;2004;D93;12903
FE;E;2004;D94;11483
FE;E;2004;D95;9663
FE;E;2004;D96;7677
FE;E;2004;D97;5858
FE;E;2004;D98;4398
FE;E;2004;D99;3083
FE;E;2004;D100;6053
FE;E;2005;DEC;538081
FE;E;2005;D0;2649
FE;E;2005;D1;533
FE;E;2005;D2;219
FE;E;2005;D3;146
FE;E;2005;D4;122
FE;E;2005;D5;110
FE;E;2005;D6;85
FE;E;2005;D7;87
FE;E;2005;D8;74
FE;E;2005;D9;65
FE;E;2005;D10;58
FE;E;2005;D11;71
FE;E;2005;D12;75
FE;E;2005;D13;86
FE;E;2005;D14;113
FE;E;2005;D15;149
FE;E;2005;D16;228
FE;E;2005;D17;276
FE;E;2005;D18;352
FE;E;2005;D19;420
FE;E;2005;D20;460
FE;E;2005;D21;481
FE;E;2005;D22;454
FE;E;2005;D23;490
FE;E;2005;D24;498
FE;E;2005;D25;475
FE;E;2005;D26;505
FE;E;2005;D27;457
FE;E;2005;D28;465
FE;E;2005;D29;449
FE;E;2005;D30;530
FE;E;2005;D31;631
FE;E;2005;D32;675
FE;E;2005;D33;721
FE;E;2005;D34;765
FE;E;2005;D35;814
FE;E;2005;D36;889
FE;E;2005;D37;981
FE;E;2005;D38;1028
FE;E;2005;D39;1188
FE;E;2005;D40;1327
FE;E;2005;D41;1468
FE;E;2005;D42;1548
FE;E;2005;D43;1670
FE;E;2005;D44;1927
FE;E;2005;D45;2056
FE;E;2005;D46;2376
FE;E;2005;D47;2558
FE;E;2005;D48;2870
FE;E;2005;D49;3007
FE;E;2005;D50;3444
FE;E;2005;D51;3600
FE;E;2005;D52;3691
FE;E;2005;D53;3950
FE;E;2005;D54;4259
FE;E;2005;D55;4630
FE;E;2005;D56;4912
FE;E;2005;D57;5233
FE;E;2005;D58;5553
FE;E;2005;D59;5635
FE;E;2005;D60;4627
FE;E;2005;D61;4761
FE;E;2005;D62;4913
FE;E;2005;D63;4941
FE;E;2005;D64;4649
FE;E;2005;D65;5250
FE;E;2005;D66;5961
FE;E;2005;D67;6361
FE;E;2005;D68;6766
FE;E;2005;D69;7493
FE;E;2005;D70;7802
FE;E;2005;D71;8915
FE;E;2005;D72;9565
FE;E;2005;D73;10563
FE;E;2005;D74;11232
FE;E;2005;D75;12472
FE;E;2005;D76;12510
FE;E;2005;D77;13805
FE;E;2005;D78;14632
FE;E;2005;D79;15823
FE;E;2005;D80;16870
FE;E;2005;D81;17811
FE;E;2005;D82;18975
FE;E;2005;D83;19887
FE;E;2005;D84;21625
FE;E;2005;D85;22991
FE;E;2005;D86;14259
FE;E;2005;D87;12686
FE;E;2005;D88;11220
FE;E;2005;D89;10230
FE;E;2005;D90;12334
FE;E;2005;D91;17717
FE;E;2005;D92;16169
FE;E;2005;D93;14584
FE;E;2005;D94;11992
FE;E;2005;D95;10373
FE;E;2005;D96;8588
FE;E;2005;D97;6696
FE;E;2005;D98;5006
FE;E;2005;D99;3646
FE;E;2005;D100;6793
FE;E;2006;DEC;526920
FE;E;2006;D0;2768
FE;E;2006;D1;569
FE;E;2006;D2;206
FE;E;2006;D3;131
FE;E;2006;D4;105
FE;E;2006;D5;101
FE;E;2006;D6;88
FE;E;2006;D7;81
FE;E;2006;D8;65
FE;E;2006;D9;70
FE;E;2006;D10;60
FE;E;2006;D11;66
FE;E;2006;D12;85
FE;E;2006;D13;99
FE;E;2006;D14;115
FE;E;2006;D15;163
FE;E;2006;D16;192
FE;E;2006;D17;268
FE;E;2006;D18;340
FE;E;2006;D19;379
FE;E;2006;D20;442
FE;E;2006;D21;440
FE;E;2006;D22;421
FE;E;2006;D23;413
FE;E;2006;D24;500
FE;E;2006;D25;466
FE;E;2006;D26;441
FE;E;2006;D27;470
FE;E;2006;D28;434
FE;E;2006;D29;493
FE;E;2006;D30;443
FE;E;2006;D31;563
FE;E;2006;D32;617
FE;E;2006;D33;645
FE;E;2006;D34;755
FE;E;2006;D35;837
FE;E;2006;D36;887
FE;E;2006;D37;955
FE;E;2006;D38;1033
FE;E;2006;D39;1139
FE;E;2006;D40;1239
FE;E;2006;D41;1431
FE;E;2006;D42;1528
FE;E;2006;D43;1659
FE;E;2006;D44;1828
FE;E;2006;D45;1979
FE;E;2006;D46;2324
FE;E;2006;D47;2558
FE;E;2006;D48;2662
FE;E;2006;D49;2955
FE;E;2006;D50;3296
FE;E;2006;D51;3602
FE;E;2006;D52;3828
FE;E;2006;D53;4009
FE;E;2006;D54;4264
FE;E;2006;D55;4376
FE;E;2006;D56;4972
FE;E;2006;D57;5260
FE;E;2006;D58;5433
FE;E;2006;D59;5623
FE;E;2006;D60;5906
FE;E;2006;D61;4672
FE;E;2006;D62;5005
FE;E;2006;D63;5140
FE;E;2006;D64;5227
FE;E;2006;D65;4831
FE;E;2006;D66;5416
FE;E;2006;D67;6132
FE;E;2006;D68;6548
FE;E;2006;D69;7159
FE;E;2006;D70;7522
FE;E;2006;D71;8202
FE;E;2006;D72;9204
FE;E;2006;D73;9631
FE;E;2006;D74;10914
FE;E;2006;D75;11599
FE;E;2006;D76;12920
FE;E;2006;D77;13386
FE;E;2006;D78;14228
FE;E;2006;D79;14854
FE;E;2006;D80;16302
FE;E;2006;D81;17181
FE;E;2006;D82;17926
FE;E;2006;D83;19151
FE;E;2006;D84;20021
FE;E;2006;D85;21437
FE;E;2006;D86;22430
FE;E;2006;D87;13821
FE;E;2006;D88;11971
FE;E;2006;D89;10542
FE;E;2006;D90;9730
FE;E;2006;D91;11376
FE;E;2006;D92;15831
FE;E;2006;D93;14530
FE;E;2006;D94;12473
FE;E;2006;D95;9837
FE;E;2006;D96;8606
FE;E;2006;D97;6472
FE;E;2006;D98;5011
FE;E;2006;D99;3564
FE;E;2006;D100;7041
FE;E;2007;DEC;531162
FE;E;2007;D0;2663
FE;E;2007;D1;551
FE;E;2007;D2;202
FE;E;2007;D3;146
FE;E;2007;D4;110
FE;E;2007;D5;86
FE;E;2007;D6;67
FE;E;2007;D7;78
FE;E;2007;D8;73
FE;E;2007;D9;81
FE;E;2007;D10;51
FE;E;2007;D11;65
FE;E;2007;D12;81
FE;E;2007;D13;82
FE;E;2007;D14;92
FE;E;2007;D15;142
FE;E;2007;D16;172
FE;E;2007;D17;250
FE;E;2007;D18;303
FE;E;2007;D19;396
FE;E;2007;D20;394
FE;E;2007;D21;454
FE;E;2007;D22;440
FE;E;2007;D23;437
FE;E;2007;D24;424
FE;E;2007;D25;466
FE;E;2007;D26;487
FE;E;2007;D27;501
FE;E;2007;D28;480
FE;E;2007;D29;476
FE;E;2007;D30;487
FE;E;2007;D31;456
FE;E;2007;D32;550
FE;E;2007;D33;595
FE;E;2007;D34;697
FE;E;2007;D35;772
FE;E;2007;D36;864
FE;E;2007;D37;944
FE;E;2007;D38;1015
FE;E;2007;D39;1044
FE;E;2007;D40;1132
FE;E;2007;D41;1328
FE;E;2007;D42;1531
FE;E;2007;D43;1648
FE;E;2007;D44;1787
FE;E;2007;D45;1983
FE;E;2007;D46;2198
FE;E;2007;D47;2295
FE;E;2007;D48;2630
FE;E;2007;D49;2896
FE;E;2007;D50;3179
FE;E;2007;D51;3269
FE;E;2007;D52;3707
FE;E;2007;D53;3985
FE;E;2007;D54;4126
FE;E;2007;D55;4535
FE;E;2007;D56;4705
FE;E;2007;D57;5169
FE;E;2007;D58;5522
FE;E;2007;D59;5699
FE;E;2007;D60;6174
FE;E;2007;D61;6068
FE;E;2007;D62;4942
FE;E;2007;D63;5219
FE;E;2007;D64;5417
FE;E;2007;D65;5272
FE;E;2007;D66;5066
FE;E;2007;D67;5601
FE;E;2007;D68;6636
FE;E;2007;D69;6850
FE;E;2007;D70;7491
FE;E;2007;D71;7840
FE;E;2007;D72;8708
FE;E;2007;D73;9387
FE;E;2007;D74;10150
FE;E;2007;D75;11353
FE;E;2007;D76;12233
FE;E;2007;D77;13365
FE;E;2007;D78;13885
FE;E;2007;D79;15126
FE;E;2007;D80;15887
FE;E;2007;D81;17450
FE;E;2007;D82;17957
FE;E;2007;D83;18675
FE;E;2007;D84;19810
FE;E;2007;D85;20902
FE;E;2007;D86;21969
FE;E;2007;D87;23043
FE;E;2007;D88;13886
FE;E;2007;D89;12251
FE;E;2007;D90;10473
FE;E;2007;D91;9354
FE;E;2007;D92;10789
FE;E;2007;D93;14446
FE;E;2007;D94;13054
FE;E;2007;D95;11096
FE;E;2007;D96;8521
FE;E;2007;D97;6913
FE;E;2007;D98;5372
FE;E;2007;D99;3909
FE;E;2007;D100;7624
FE;E;2008;DEC;542575
FE;E;2008;D0;2764
FE;E;2008;D1;513
FE;E;2008;D2;215
FE;E;2008;D3;147
FE;E;2008;D4;112
FE;E;2008;D5;96
FE;E;2008;D6;86
FE;E;2008;D7;64
FE;E;2008;D8;67
FE;E;2008;D9;51
FE;E;2008;D10;67
FE;E;2008;D11;81
FE;E;2008;D12;66
FE;E;2008;D13;75
FE;E;2008;D14;103
FE;E;2008;D15;109
FE;E;2008;D16;164
FE;E;2008;D17;218
FE;E;2008;D18;298
FE;E;2008;D19;376
FE;E;2008;D20;374
FE;E;2008;D21;395
FE;E;2008;D22;448
FE;E;2008;D23;452
FE;E;2008;D24;446
FE;E;2008;D25;458
FE;E;2008;D26;445
FE;E;2008;D27;487
FE;E;2008;D28;461
FE;E;2008;D29;490
FE;E;2008;D30;489
FE;E;2008;D31;509
FE;E;2008;D32;535
FE;E;2008;D33;542
FE;E;2008;D34;659
FE;E;2008;D35;747
FE;E;2008;D36;823
FE;E;2008;D37;937
FE;E;2008;D38;1001
FE;E;2008;D39;1071
FE;E;2008;D40;1139
FE;E;2008;D41;1303
FE;E;2008;D42;1472
FE;E;2008;D43;1590
FE;E;2008;D44;1788
FE;E;2008;D45;1984
FE;E;2008;D46;2035
FE;E;2008;D47;2365
FE;E;2008;D48;2531
FE;E;2008;D49;2889
FE;E;2008;D50;3068
FE;E;2008;D51;3404
FE;E;2008;D52;3706
FE;E;2008;D53;3912
FE;E;2008;D54;4125
FE;E;2008;D55;4373
FE;E;2008;D56;4824
FE;E;2008;D57;4916
FE;E;2008;D58;5419
FE;E;2008;D59;5699
FE;E;2008;D60;5902
FE;E;2008;D61;6383
FE;E;2008;D62;6603
FE;E;2008;D63;5165
FE;E;2008;D64;5480
FE;E;2008;D65;5695
FE;E;2008;D66;5632
FE;E;2008;D67;5345
FE;E;2008;D68;5834
FE;E;2008;D69;6856
FE;E;2008;D70;7166
FE;E;2008;D71;7806
FE;E;2008;D72;8600
FE;E;2008;D73;9035
FE;E;2008;D74;10352
FE;E;2008;D75;10862
FE;E;2008;D76;12306
FE;E;2008;D77;13042
FE;E;2008;D78;14547
FE;E;2008;D79;14939
FE;E;2008;D80;16036
FE;E;2008;D81;16898
FE;E;2008;D82;18304
FE;E;2008;D83;19458
FE;E;2008;D84;19874
FE;E;2008;D85;20870
FE;E;2008;D86;21717
FE;E;2008;D87;22799
FE;E;2008;D88;23398
FE;E;2008;D89;13993
FE;E;2008;D90;11967
FE;E;2008;D91;10295
FE;E;2008;D92;8942
FE;E;2008;D93;9969
FE;E;2008;D94;13345
FE;E;2008;D95;11676
FE;E;2008;D96;9708
FE;E;2008;D97;7230
FE;E;2008;D98;5809
FE;E;2008;D99;4255
FE;E;2008;D100;8499
FE;E;2009;DEC;548541
FE;E;2009;D0;2819
FE;E;2009;D1;482
FE;E;2009;D2;219
FE;E;2009;D3;137
FE;E;2009;D4;108
FE;E;2009;D5;85
FE;E;2009;D6;93
FE;E;2009;D7;69
FE;E;2009;D8;63
FE;E;2009;D9;69
FE;E;2009;D10;64
FE;E;2009;D11;74
FE;E;2009;D12;71
FE;E;2009;D13;77
FE;E;2009;D14;109
FE;E;2009;D15;138
FE;E;2009;D16;185
FE;E;2009;D17;243
FE;E;2009;D18;298
FE;E;2009;D19;367
FE;E;2009;D20;373
FE;E;2009;D21;421
FE;E;2009;D22;403
FE;E;2009;D23;421
FE;E;2009;D24;435
FE;E;2009;D25;431
FE;E;2009;D26;452
FE;E;2009;D27;468
FE;E;2009;D28;480
FE;E;2009;D29;515
FE;E;2009;D30;475
FE;E;2009;D31;479
FE;E;2009;D32;548
FE;E;2009;D33;588
FE;E;2009;D34;624
FE;E;2009;D35;718
FE;E;2009;D36;863
FE;E;2009;D37;924
FE;E;2009;D38;996
FE;E;2009;D39;1054
FE;E;2009;D40;1223
FE;E;2009;D41;1291
FE;E;2009;D42;1424
FE;E;2009;D43;1630
FE;E;2009;D44;1773
FE;E;2009;D45;2005
FE;E;2009;D46;2113
FE;E;2009;D47;2179
FE;E;2009;D48;2517
FE;E;2009;D49;2777
FE;E;2009;D50;2997
FE;E;2009;D51;3298
FE;E;2009;D52;3631
FE;E;2009;D53;3820
FE;E;2009;D54;4093
FE;E;2009;D55;4525
FE;E;2009;D56;4811
FE;E;2009;D57;5154
FE;E;2009;D58;5338
FE;E;2009;D59;5846
FE;E;2009;D60;6083
FE;E;2009;D61;6356
FE;E;2009;D62;6527
FE;E;2009;D63;6620
FE;E;2009;D64;5470
FE;E;2009;D65;5710
FE;E;2009;D66;6017
FE;E;2009;D67;5863
FE;E;2009;D68;5497
FE;E;2009;D69;6227
FE;E;2009;D70;7170
FE;E;2009;D71;7439
FE;E;2009;D72;8110
FE;E;2009;D73;8929
FE;E;2009;D74;9749
FE;E;2009;D75;10573
FE;E;2009;D76;11624
FE;E;2009;D77;12792
FE;E;2009;D78;13663
FE;E;2009;D79;15117
FE;E;2009;D80;15665
FE;E;2009;D81;16845
FE;E;2009;D82;17923
FE;E;2009;D83;19030
FE;E;2009;D84;20092
FE;E;2009;D85;20885
FE;E;2009;D86;21794
FE;E;2009;D87;22393
FE;E;2009;D88;23433
FE;E;2009;D89;23453
FE;E;2009;D90;13954
FE;E;2009;D91;11554
FE;E;2009;D92;9520
FE;E;2009;D93;8244
FE;E;2009;D94;9155
FE;E;2009;D95;11740
FE;E;2009;D96;10027
FE;E;2009;D97;8116
FE;E;2009;D98;5799
FE;E;2009;D99;4535
FE;E;2009;D100;8965
FE;E;2010;DEC;551218
FE;E;2010;D0;2673
FE;E;2010;D1;475
FE;E;2010;D2;188
FE;E;2010;D3;126
FE;E;2010;D4;93
FE;E;2010;D5;75
FE;E;2010;D6;79
FE;E;2010;D7;75
FE;E;2010;D8;63
FE;E;2010;D9;73
FE;E;2010;D10;56
FE;E;2010;D11;75
FE;E;2010;D12;81
FE;E;2010;D13;73
FE;E;2010;D14;92
FE;E;2010;D15;140
FE;E;2010;D16;174
FE;E;2010;D17;231
FE;E;2010;D18;258
FE;E;2010;D19;345
FE;E;2010;D20;377
FE;E;2010;D21;357
FE;E;2010;D22;389
FE;E;2010;D23;410
FE;E;2010;D24;441
FE;E;2010;D25;435
FE;E;2010;D26;394
FE;E;2010;D27;430
FE;E;2010;D28;530
FE;E;2010;D29;499
FE;E;2010;D30;509
FE;E;2010;D31;492
FE;E;2010;D32;499
FE;E;2010;D33;583
FE;E;2010;D34;562
FE;E;2010;D35;654
FE;E;2010;D36;774
FE;E;2010;D37;881
FE;E;2010;D38;995
FE;E;2010;D39;1041
FE;E;2010;D40;1163
FE;E;2010;D41;1242
FE;E;2010;D42;1382
FE;E;2010;D43;1432
FE;E;2010;D44;1715
FE;E;2010;D45;1888
FE;E;2010;D46;1980
FE;E;2010;D47;2276
FE;E;2010;D48;2464
FE;E;2010;D49;2697
FE;E;2010;D50;2906
FE;E;2010;D51;3257
FE;E;2010;D52;3494
FE;E;2010;D53;3848
FE;E;2010;D54;4084
FE;E;2010;D55;4334
FE;E;2010;D56;4703
FE;E;2010;D57;5098
FE;E;2010;D58;5276
FE;E;2010;D59;5508
FE;E;2010;D60;6031
FE;E;2010;D61;6428
FE;E;2010;D62;6685
FE;E;2010;D63;7022
FE;E;2010;D64;6887
FE;E;2010;D65;5775
FE;E;2010;D66;6100
FE;E;2010;D67;6232
FE;E;2010;D68;6083
FE;E;2010;D69;6047
FE;E;2010;D70;6438
FE;E;2010;D71;7424
FE;E;2010;D72;8013
FE;E;2010;D73;8537
FE;E;2010;D74;9300
FE;E;2010;D75;10127
FE;E;2010;D76;11321
FE;E;2010;D77;12164
FE;E;2010;D78;13616
FE;E;2010;D79;14721
FE;E;2010;D80;16006
FE;E;2010;D81;16746
FE;E;2010;D82;17928
FE;E;2010;D83;18749
FE;E;2010;D84;19828
FE;E;2010;D85;20923
FE;E;2010;D86;21416
FE;E;2010;D87;21761
FE;E;2010;D88;22428
FE;E;2010;D89;22923
FE;E;2010;D90;23016
FE;E;2010;D91;13353
FE;E;2010;D92;10742
FE;E;2010;D93;8967
FE;E;2010;D94;7471
FE;E;2010;D95;7782
FE;E;2010;D96;10106
FE;E;2010;D97;8282
FE;E;2010;D98;6407
FE;E;2010;D99;4443
FE;E;2010;D100;9546
FE;E;2011;DEC;545057
FE;E;2011;D0;2471
FE;E;2011;D1;499
FE;E;2011;D2;176
FE;E;2011;D3;127
FE;E;2011;D4;73
FE;E;2011;D5;86
FE;E;2011;D6;80
FE;E;2011;D7;72
FE;E;2011;D8;60
FE;E;2011;D9;65
FE;E;2011;D10;62
FE;E;2011;D11;52
FE;E;2011;D12;63
FE;E;2011;D13;75
FE;E;2011;D14;96
FE;E;2011;D15;122
FE;E;2011;D16;160
FE;E;2011;D17;205
FE;E;2011;D18;260
FE;E;2011;D19;337
FE;E;2011;D20;364
FE;E;2011;D21;392
FE;E;2011;D22;392
FE;E;2011;D23;373
FE;E;2011;D24;415
FE;E;2011;D25;420
FE;E;2011;D26;419
FE;E;2011;D27;461
FE;E;2011;D28;425
FE;E;2011;D29;484
FE;E;2011;D30;515
FE;E;2011;D31;502
FE;E;2011;D32;509
FE;E;2011;D33;519
FE;E;2011;D34;565
FE;E;2011;D35;633
FE;E;2011;D36;657
FE;E;2011;D37;804
FE;E;2011;D38;927
FE;E;2011;D39;1048
FE;E;2011;D40;1128
FE;E;2011;D41;1184
FE;E;2011;D42;1314
FE;E;2011;D43;1475
FE;E;2011;D44;1563
FE;E;2011;D45;1823
FE;E;2011;D46;1921
FE;E;2011;D47;2197
FE;E;2011;D48;2386
FE;E;2011;D49;2567
FE;E;2011;D50;2842
FE;E;2011;D51;3082
FE;E;2011;D52;3591
FE;E;2011;D53;3618
FE;E;2011;D54;3965
FE;E;2011;D55;4369
FE;E;2011;D56;4566
FE;E;2011;D57;4870
FE;E;2011;D58;5093
FE;E;2011;D59;5655
FE;E;2011;D60;5699
FE;E;2011;D61;6277
FE;E;2011;D62;6583
FE;E;2011;D63;6808
FE;E;2011;D64;7138
FE;E;2011;D65;7283
FE;E;2011;D66;5931
FE;E;2011;D67;6065
FE;E;2011;D68;6456
FE;E;2011;D69;6154
FE;E;2011;D70;6024
FE;E;2011;D71;6814
FE;E;2011;D72;7701
FE;E;2011;D73;8380
FE;E;2011;D74;9075
FE;E;2011;D75;9617
FE;E;2011;D76;10571
FE;E;2011;D77;11608
FE;E;2011;D78;12613
FE;E;2011;D79;14169
FE;E;2011;D80;15266
FE;E;2011;D81;16477
FE;E;2011;D82;17169
FE;E;2011;D83;18538
FE;E;2011;D84;19027
FE;E;2011;D85;20155
FE;E;2011;D86;21310
FE;E;2011;D87;21301
FE;E;2011;D88;21670
FE;E;2011;D89;21668
FE;E;2011;D90;21936
FE;E;2011;D91;21571
FE;E;2011;D92;12185
FE;E;2011;D93;9874
FE;E;2011;D94;7968
FE;E;2011;D95;6432
FE;E;2011;D96;6666
FE;E;2011;D97;8377
FE;E;2011;D98;6317
FE;E;2011;D99;5026
FE;E;2011;D100;9984
FE;E;2012;DEC;569868
FE;E;2012;D0;2559
FE;E;2012;D1;467
FE;E;2012;D2;198
FE;E;2012;D3;120
FE;E;2012;D4;89
FE;E;2012;D5;82
FE;E;2012;D6;75
FE;E;2012;D7;67
FE;E;2012;D8;54
FE;E;2012;D9;55
FE;E;2012;D10;63
FE;E;2012;D11;59
FE;E;2012;D12;72
FE;E;2012;D13;79
FE;E;2012;D14;84
FE;E;2012;D15;124
FE;E;2012;D16;148
FE;E;2012;D17;160
FE;E;2012;D18;242
FE;E;2012;D19;321
FE;E;2012;D20;347
FE;E;2012;D21;374
FE;E;2012;D22;382
FE;E;2012;D23;367
FE;E;2012;D24;357
FE;E;2012;D25;407
FE;E;2012;D26;415
FE;E;2012;D27;396
FE;E;2012;D28;436
FE;E;2012;D29;431
FE;E;2012;D30;450
FE;E;2012;D31;498
FE;E;2012;D32;518
FE;E;2012;D33;522
FE;E;2012;D34;534
FE;E;2012;D35;560
FE;E;2012;D36;559
FE;E;2012;D37;686
FE;E;2012;D38;827
FE;E;2012;D39;972
FE;E;2012;D40;1057
FE;E;2012;D41;1241
FE;E;2012;D42;1247
FE;E;2012;D43;1432
FE;E;2012;D44;1540
FE;E;2012;D45;1654
FE;E;2012;D46;1913
FE;E;2012;D47;2157
FE;E;2012;D48;2354
FE;E;2012;D49;2533
FE;E;2012;D50;2777
FE;E;2012;D51;3023
FE;E;2012;D52;3292
FE;E;2012;D53;3673
FE;E;2012;D54;3856
FE;E;2012;D55;4209
FE;E;2012;D56;4528
FE;E;2012;D57;4922
FE;E;2012;D58;5175
FE;E;2012;D59;5490
FE;E;2012;D60;5824
FE;E;2012;D61;6211
FE;E;2012;D62;6622
FE;E;2012;D63;7034
FE;E;2012;D64;7232
FE;E;2012;D65;7625
FE;E;2012;D66;7602
FE;E;2012;D67;6144
FE;E;2012;D68;6715
FE;E;2012;D69;6839
FE;E;2012;D70;6731
FE;E;2012;D71;6544
FE;E;2012;D72;7272
FE;E;2012;D73;8380
FE;E;2012;D74;8854
FE;E;2012;D75;9557
FE;E;2012;D76;10517
FE;E;2012;D77;11520
FE;E;2012;D78;12608
FE;E;2012;D79;13846
FE;E;2012;D80;15619
FE;E;2012;D81;16524
FE;E;2012;D82;18367
FE;E;2012;D83;18755
FE;E;2012;D84;20193
FE;E;2012;D85;20838
FE;E;2012;D86;22026
FE;E;2012;D87;22817
FE;E;2012;D88;22547
FE;E;2012;D89;23174
FE;E;2012;D90;22556
FE;E;2012;D91;22579
FE;E;2012;D92;21525
FE;E;2012;D93;12039
FE;E;2012;D94;9635
FE;E;2012;D95;7420
FE;E;2012;D96;6002
FE;E;2012;D97;6043
FE;E;2012;D98;7226
FE;E;2012;D99;5552
FE;E;2012;D100;11525
FE;E;2013;DEC;569236
FE;E;2013;D0;2579
FE;E;2013;D1;461
FE;E;2013;D2;171
FE;E;2013;D3;125
FE;E;2013;D4;106
FE;E;2013;D5;98
FE;E;2013;D6;91
FE;E;2013;D7;75
FE;E;2013;D8;64
FE;E;2013;D9;68
FE;E;2013;D10;54
FE;E;2013;D11;73
FE;E;2013;D12;65
FE;E;2013;D13;64
FE;E;2013;D14;107
FE;E;2013;D15;109
FE;E;2013;D16;129
FE;E;2013;D17;164
FE;E;2013;D18;238
FE;E;2013;D19;256
FE;E;2013;D20;305
FE;E;2013;D21;325
FE;E;2013;D22;331
FE;E;2013;D23;355
FE;E;2013;D24;368
FE;E;2013;D25;360
FE;E;2013;D26;421
FE;E;2013;D27;364
FE;E;2013;D28;395
FE;E;2013;D29;415
FE;E;2013;D30;404
FE;E;2013;D31;472
FE;E;2013;D32;516
FE;E;2013;D33;538
FE;E;2013;D34;564
FE;E;2013;D35;575
FE;E;2013;D36;645
FE;E;2013;D37;709
FE;E;2013;D38;765
FE;E;2013;D39;848
FE;E;2013;D40;1056
FE;E;2013;D41;1179
FE;E;2013;D42;1240
FE;E;2013;D43;1427
FE;E;2013;D44;1435
FE;E;2013;D45;1627
FE;E;2013;D46;1825
FE;E;2013;D47;2093
FE;E;2013;D48;2244
FE;E;2013;D49;2554
FE;E;2013;D50;2754
FE;E;2013;D51;2985
FE;E;2013;D52;3182
FE;E;2013;D53;3329
FE;E;2013;D54;3783
FE;E;2013;D55;4085
FE;E;2013;D56;4429
FE;E;2013;D57;4684
FE;E;2013;D58;5061
FE;E;2013;D59;5449
FE;E;2013;D60;5808
FE;E;2013;D61;6162
FE;E;2013;D62;6424
FE;E;2013;D63;6917
FE;E;2013;D64;7287
FE;E;2013;D65;7707
FE;E;2013;D66;8016
FE;E;2013;D67;7978
FE;E;2013;D68;6576
FE;E;2013;D69;6960
FE;E;2013;D70;7261
FE;E;2013;D71;7148
FE;E;2013;D72;6877
FE;E;2013;D73;7900
FE;E;2013;D74;8847
FE;E;2013;D75;9515
FE;E;2013;D76;10264
FE;E;2013;D77;11098
FE;E;2013;D78;11955
FE;E;2013;D79;13420
FE;E;2013;D80;14344
FE;E;2013;D81;16438
FE;E;2013;D82;17485
FE;E;2013;D83;19046
FE;E;2013;D84;19293
FE;E;2013;D85;20703
FE;E;2013;D86;21612
FE;E;2013;D87;22543
FE;E;2013;D88;22704
FE;E;2013;D89;22504
FE;E;2013;D90;22514
